fomc,ns,target,path,ff.shock.0,date,cb_score_v2,hawkish_words,dovish_words,hawkish_phrases,dovish_phrases,hawkish_total,dovish_total,total_words,date_lm,lm_pct_full,date_llm,hawkish_score,fg_strength,regime,lm_std,cb_std,combined_v2
2007-05-09,0.9166250249035324,-0.030656056533890835,1.1397281470759197,0.0,2007-05-09,0.006211180124223602,12,12,1,0,13,12,161,2007-05-09,-1.8633540372670807,2007-05-09,78,65,unchanged,-2.5718238692566793,1.4231882612974476,-0.5743178039796158
2007-08-07,-0.4088392519199774,0.38503562621644755,-0.7748526217188832,0.006458333333332049,2007-08-07,0.00980392156862745,18,16,2,2,20,18,204,2007-08-07,-1.4705882352941175,2007-08-07,78,65,hike,-2.091865072353253,1.5354210731008229,-0.2782219996262151
2007-09-18,-3.483714215606999,-4.95513748952875,-0.6235470806387485,-0.20000000000000462,2007-09-18,-0.015748031496062992,11,13,2,4,13,17,254,2007-09-18,-1.1811023622047243,2007-09-18,42,55,cut,-1.7381140821433483,0.7372095725251294,-0.5004522548091095
2007-10-31,1.5614487229764011,-0.08822064566002835,2.067152540636245,-0.019999999999997797,2007-10-31,-0.016666666666666666,16,18,2,5,18,23,300,2007-10-31,-1.6666666666666667,2007-10-31,48,52,cut,-2.3314724097220956,0.7085125427461241,-0.8114799334879857
2007-12-11,0.7374362481112545,1.9429229430737607,-0.28587829977069856,0.030999999999996586,2007-12-11,-0.014492753623188406,16,15,1,6,17,21,276,2007-12-11,-1.0869565217391304,2007-12-11,35,65,hike,-1.623068107935953,0.7764229051424036,-0.4233226013967747
2008-01-30,-1.9156908668665067,-2.887785022340617,-0.2459687992692545,-0.11499999999999844,2008-01-30,-0.03614457831325301,8,14,1,4,9,18,249,2008-01-30,-1.2048192771084338,2008-01-30,20,75,cut,-1.7670960909798226,0.10004660497062279,-0.8335247430045999
2008-03-18,0.6908918001338283,2.6906581181984515,-1.1524781855046666,0.09538461538460488,2008-03-18,-0.010416666666666666,20,18,1,6,21,24,288,2008-03-18,-2.083333333333333,2008-03-18,25,85,hike,-2.8406380016308854,0.903754834635428,-0.9684415834977287
2008-04-30,-1.381961860169286,-1.6325649621663696,-0.5442929338381952,-0.05999999999999339,2008-04-30,-0.033003300330033,16,22,1,5,17,27,303,2008-04-30,-1.32013201320132,2008-04-30,25,70,cut,-1.908007957045478,0.1981762550354684,-0.8549158510050048
2008-06-25,-0.709666646072574,-0.39527632340447766,-0.6106012814813195,-0.014999999999998348,2008-06-25,-0.004048582995951417,21,18,2,6,23,24,247,2008-06-25,-1.6194331983805668,2008-06-25,68,45,cut,-2.2737532333113823,1.1026859147655554,-0.5855336592729135
2008-08-05,-0.4749384499442936,-0.09304381633126384,-0.5427222074802575,-0.002980769230775521,2008-08-05,0.01652892561983471,21,14,1,4,22,18,242,2008-08-05,-1.6528925619834711,2008-08-05,52,45,unchanged,-2.3146404893284167,1.7455019057284324,-0.28456929179999213
2008-09-16,1.636996349754762,3.147804330210424,-0.2242106476394756,0.0964285714285608,2008-09-16,0.004545454545454545,19,15,1,4,20,19,220,2008-09-16,-2.727272727272727,2008-09-16,42,55,hike,-3.627530280035378,1.3711530485522465,-1.128188615741566
2008-10-29,-1.5013029525330104,-1.0336839288075426,-1.1096586693131265,-0.03500000000000725,2008-10-29,-0.07342657342657342,6,21,0,6,6,27,286,2008-10-29,-1.048951048951049,2008-10-29,20,75,cut,-1.5766255182209525,-1.0645969425702582,-1.3206112303956052
2008-12-16,-4.4604486622583295,-4.210779153715667,-2.4914522410752173,-0.14983333333335128,2008-12-16,-0.030408340573414423,5,36,2,6,7,42,1151,2008-12-16,0.3475238922675934,2008-12-16,30,0,cut,0.12986325785436556,0.2792395974743038,0.2045514276643347
2009-01-28,-0.022958237977828113,0.2855636066856883,-0.23399271906865857,0.004999999999999449,2009-01-28,-0.06680584551148225,14,47,2,1,16,48,479,2009-01-28,0.208768267223382,2009-01-28,15,92,unchanged,-0.039695758040778455,-0.8577735678313951,-0.44873466293608677
2009-03-18,-0.8667048336740523,0.07153572112868846,-1.1325231610928128,-0.005961538461551042,2009-03-18,-0.08037825059101655,11,36,0,9,11,45,423,2009-03-18,-0.4728132387706856,2009-03-18,15,92,cut,-0.8725866002813076,-1.2817587636999244,-1.077172681990616
2009-04-29,0.44942869826136916,-0.017890877096900553,0.5435859450955158,0.0,2009-04-29,-0.0892018779342723,10,39,0,9,10,48,426,2009-04-29,0.0,2009-04-29,15,92,unchanged,-0.2948100420869361,-1.5573979997438254,-0.9261040209153808
2009-06-24,1.0071508711270447,-0.01369912632752192,1.2392131799319523,0.0,2009-06-24,-0.082010582010582,7,30,0,8,7,38,378,2009-06-24,1.058201058201058,2009-06-24,20,85,unchanged,0.9983089214909425,-1.3327507840965451,-0.1672209313028013
2009-08-12,-0.21986499390093941,0.09000520378568985,-0.34587634031471837,0.0,2009-08-12,-0.08333333333333333,8,36,0,7,8,43,420,2009-08-12,1.1904761904761905,2009-08-12,20,85,unchanged,1.1599487919381777,-1.3740719040731175,-0.10706155606746992
2009-09-23,-1.8285951544293122,0.08627089016588217,-2.3158299756943665,-0.009999999999987796,2009-09-23,-0.08941176470588236,11,39,0,10,11,49,425,2009-09-23,0.9411764705882352,2009-09-23,20,85,cut,0.8553051772835067,-1.5639546036360485,-0.3543247131762709
2009-11-04,-0.2888184348086909,0.03258809062557829,-0.3678137134310719,-0.005769230769242944,2009-11-04,-0.08405172413793104,14,43,0,10,14,53,464,2009-11-04,1.0775862068965518,2009-11-04,20,85,cut,1.0219975231944172,-1.3965135468190146,-0.18725801181229873
2009-12-16,0.2091333191312596,-0.296587749565936,0.47710879356317126,-0.015500000000009766,2009-12-16,-0.0743362831858407,15,48,0,9,15,57,565,2009-12-16,1.0619469026548671,2009-12-16,20,85,cut,1.0028863337513954,-1.093015153506804,-0.045064409877704326
2010-01-27,0.7012487469695802,-0.11054828460148708,0.9260067108644633,-0.0050000000000105516,2010-01-27,-0.06422018348623854,14,44,2,7,16,51,545,2010-01-27,1.1009174311926606,2010-01-27,25,70,cut,1.050508219103261,-0.7770006750538397,0.13675377202471067
2010-03-16,-0.6899174284783172,-0.05057091224716089,-0.8020957610047237,-0.010333333333332197,2010-03-16,-0.07399103139013453,16,42,0,7,16,49,446,2010-03-16,0.8968609865470852,2010-03-16,25,65,cut,0.8011517700934188,-1.0822299132071926,-0.14053907155688694
2010-04-28,-0.04652441547310802,-0.00747579163640711,-0.06839581511811264,0.0,2010-04-28,-0.06310679611650485,18,38,0,6,18,44,412,2010-04-28,0.7281553398058253,2010-04-28,25,60,unchanged,0.5949939049381335,-0.7422198267614545,-0.07361296091166047
2010-06-23,0.21991272247981047,0.0840857186757961,0.21193561488637175,0.0,2010-06-23,-0.07458563535911603,18,38,0,7,18,45,362,2010-06-23,0.2762430939226519,2010-06-23,25,70,unchanged,0.04275830613988582,-1.1008046078744602,-0.5290231508672872
2010-08-10,-0.41403732728934656,0.16331685264550053,-0.6416790204487024,0.0036904761904839787,2010-08-10,-0.09247311827956989,13,50,0,6,13,56,465,2010-08-10,0.2150537634408602,2010-08-10,25,85,unchanged,-0.032014897875947856,-1.659587513717691,-0.8458012057968194
2010-09-21,-0.08400846736517613,0.2075748702111649,-0.2464553577909618,0.0,2010-09-21,-0.07692307692307693,20,47,0,6,20,53,429,2010-09-21,-0.2331002331002331,2010-09-21,25,85,unchanged,-0.5796579256722731,-1.1738233995712675,-0.8767406626217703
2010-11-03,0.06252843026539076,0.3871016632344076,-0.20967743721458215,0.008333333333326249,2010-11-03,-0.060851926977687626,27,49,1,9,28,58,493,2010-11-03,-0.6085192697768762,2010-11-03,20,85,hike,-1.0384190201281707,-0.6717804957897526,-0.8550997579589616
2010-12-14,0.07072425237791469,0.18770919038310824,-0.05719193127784772,0.00455882352940114,2010-12-14,-0.06504065040650407,26,51,1,8,27,59,492,2010-12-14,-0.8130081300813009,2010-12-14,25,85,unchanged,-1.288303879957746,-0.8026310497629601,-1.045467464860353
2011-01-26,-0.05113732696811175,0.12942518378480827,-0.1295745838067981,-0.004999999999999449,2011-01-26,-0.05491990846681922,20,42,2,4,22,46,437,2011-01-26,0.2288329519450801,2011-01-26,25,85,unchanged,-0.015176765066090435,-0.48647155345507687,-0.25082415926058366
2011-03-15,0.1495414676912928,0.05889285338756454,0.12729973763476893,0.0,2011-03-15,-0.04525862068965517,22,42,2,3,24,45,464,2011-03-15,1.0775862068965518,2011-03-15,25,70,unchanged,1.0219975231944172,-0.18466483854057655,0.4186663423269203
2011-04-27,-0.17856965806806727,-0.09593038048528345,-0.17853272531454606,0.0,2011-04-27,-0.04956896551724138,20,42,3,4,23,46,464,2011-04-27,1.0775862068965518,2011-04-27,25,70,unchanged,1.0219975231944172,-0.3193146950159586,0.35134141408922925
2011-06-22,0.2292959068750435,0.0460772688334768,0.23567573575479134,0.0,2011-06-22,-0.05664488017429194,15,38,1,4,16,42,459,2011-06-22,-1.30718954248366,2011-06-22,42,65,unchanged,-1.892192291212551,-0.5403575421928656,-1.2162749167027083
2011-08-09,-0.5245586661854929,0.22112579286954237,-0.7381164694509629,-0.007045454545469414,2011-08-09,-0.056925996204933584,18,42,1,7,19,49,527,2011-08-09,-1.5180265654648957,2011-08-09,20,85,cut,-2.1498345894586186,-0.5491392602903534,-1.349486924874486
2011-09-21,1.1535584155935692,0.3310100209033926,1.1977873808962813,0.008333333333313913,2011-09-21,-0.06543624161073826,19,53,0,5,19,58,596,2011-09-21,-1.006711409395973,2011-09-21,20,85,hike,-1.5250087876383747,-0.8149888311015092,-1.1699988093699418
2011-11-02,0.3312584762345173,-0.0015702727973757426,0.41735488047251884,-0.0053571428571303715,2011-11-02,-0.04056795131845842,23,39,0,4,23,43,493,2011-11-02,-0.4056795131845842,2011-11-02,25,70,cut,-0.7905493607810926,-0.03813411237619024,-0.41434173657864143
2011-12-13,0.2855920955519064,0.1384123636739121,0.2417579704022916,0.004305555555545521,2011-12-13,-0.05263157894736842,18,38,0,3,18,41,437,2011-12-13,0.0,2011-12-13,25,70,unchanged,-0.2948100420869361,-0.41498696145899305,-0.35489850177296456
2012-01-25,-0.29332560435408106,0.1538779923663267,-0.44988072575323196,-0.0050000000000105516,2012-01-25,-0.04941176470588235,16,35,0,2,16,37,425,2012-01-25,-0.2352941176470588,2012-01-25,25,85,cut,-0.5823388469295468,-0.31440393554450335,-0.4483713912370251
2012-03-13,0.3700381269333225,0.10659255419908353,0.3620040289562837,0.004305555555564642,2012-03-13,-0.04377880184331797,17,33,2,5,19,38,434,2012-03-13,0.2304147465437788,2012-03-13,25,85,unchanged,-0.013243816146591515,-0.13843712283819878,-0.07584046949239515
2012-04-25,0.09939755269368272,-0.09811109273128386,0.17075446329958624,0.0,2012-04-25,-0.03837471783295711,17,34,3,3,20,37,443,2012-04-25,0.6772009029345373,2012-04-25,25,85,unchanged,0.5327277145142574,0.03037979680103246,0.2815537556576449
2012-06-20,0.46569311954489195,0.23135244463390506,0.39978455902292764,0.007500000000015827,2012-06-20,-0.05928853754940711,17,41,0,6,17,47,506,2012-06-20,-0.7905138339920948,2012-06-20,25,85,hike,-1.2608159081589487,-0.6229421381748732,-0.941879023166911
2012-08-01,0.406588483812649,0.5006355354622913,0.12695301375712983,0.015499999999998295,2012-08-01,-0.056155507559395246,16,36,0,6,16,42,463,2012-08-01,-0.2159827213822894,2012-08-01,20,85,hike,-0.5587403705061793,-0.5250701452456189,-0.5419052578758992
2012-09-13,0.3936081787634351,0.3857440913287277,0.20457270068300804,0.008823529411763734,2012-09-13,-0.07557117750439367,21,51,0,13,21,64,569,2012-09-13,0.8787346221441126,2012-09-13,20,85,hike,0.7790013995484731,-1.1315917290260618,-0.1762951647387943
2012-10-24,0.06674943802887312,-0.008829543032491758,0.07268609019239827,0.0,2012-10-24,-0.07567567567567568,20,52,0,10,20,62,555,2012-10-24,0.9009009009009008,2012-10-24,25,78,unchanged,0.8060885350131499,-1.1348561230195562,-0.16438379400320313
2012-12-12,0.04581577525073195,0.17298230697303105,-0.08076656094968161,0.004078947368411546,2012-12-12,-0.06446991404011461,28,65,2,10,30,75,698,2012-12-12,0.7163323782234957,2012-12-12,25,85,unchanged,0.5805462763808974,-0.7848019495648076,-0.10212783659195512
2013-01-30,0.047019528472393234,0.07706750168445901,-0.021536383469555817,0.0050000000000105516,2013-01-30,-0.06707317073170732,32,63,1,14,33,77,656,2013-01-30,0.3048780487804878,2013-01-30,25,78,hike,0.0777501471146174,-0.8661244780196441,-0.39418716545251337
2013-03-20,0.18161670076491085,0.15722654528949848,0.11874497196185493,0.0,2013-03-20,-0.06278713629402756,33,62,1,13,34,75,653,2013-03-20,0.6125574272588056,2013-03-20,25,85,unchanged,0.4537335539811164,-0.7322340481429913,-0.13925024708093744
2013-05-01,0.11633616493374113,0.09038413588282361,0.07447177131312249,0.0,2013-05-01,-0.07216494845360824,34,69,1,15,35,84,679,2013-05-01,0.5891016200294551,2013-05-01,25,85,unchanged,0.4250706180492027,-1.0251853343740176,-0.3000573581624074
2013-06-19,0.15843678569465025,0.14290121029599684,0.09303139502289395,0.0,2013-06-19,-0.06789250353606789,38,71,1,16,39,87,707,2013-06-19,0.2828854314002829,2013-06-19,25,78,unchanged,0.050875225404180026,-0.8917194243465959,-0.42042209947120796
2013-07-31,-0.019350595071180376,0.1225324723379187,-0.11319237947331116,0.0,2013-07-31,-0.061971830985915494,36,67,2,15,38,82,710,2013-07-31,0.2816901408450704,2013-07-31,25,85,unchanged,0.049414583428865407,-0.7067649158317408,-0.3286751662014377
2013-09-18,-0.1661228736766817,0.0819551783792399,-0.27184350586473777,0.0,2013-09-18,-0.05166051660516605,39,69,3,15,42,84,813,2013-09-18,0.4920049200492005,2013-09-18,42,55,unchanged,0.3064187011263951,-0.38465217149755543,-0.039116735185580176
2013-10-30,0.1210277571313841,0.07137991096167119,0.08634183174736457,0.0,2013-10-30,-0.05815423514538559,36,69,2,15,38,84,791,2013-10-30,0.3792667509481668,2013-10-30,42,58,unchanged,0.1686529492838965,-0.5875079300057998,-0.20942749036095165
2013-12-18,0.11164457273616149,0.10938836080394833,0.06260171087897137,0.0,2013-12-18,-0.054871220604703244,40,80,4,13,44,93,893,2013-12-18,0.1119820828667413,2013-12-18,52,68,unchanged,-0.15796822567247976,-0.4849506046892027,-0.3214594151808412
2014-01-29,0.11633616493374113,0.09038413588282361,0.07447177131312249,0.0,2014-01-29,-0.05841121495327103,37,79,4,12,41,91,856,2014-01-29,0.4672897196261681,2014-01-29,72,85,unchanged,0.2762167899603047,-0.5955356622715319,-0.1596594361556136
2014-03-19,0.49707293498607763,-0.0048565424028375395,0.6017616360020809,0.0,2014-03-19,-0.06408839779005525,38,85,2,13,40,98,905,2014-03-19,0.4419889502762431,2014-03-19,42,55,unchanged,0.24529931507597905,-0.7728838524360713,-0.2637922686800461
2014-04-30,0.19609060411748144,0.07756855132877809,0.18284776943311853,0.0,2014-04-30,-0.05489260143198091,38,75,2,11,40,86,838,2014-04-30,0.8353221957040573,2014-04-30,48,52,unchanged,0.7259515264175591,-0.4856185153644316,0.12016650552656374
2014-06-18,0.3079552457601981,0.03890304752662206,0.34142407476647507,0.0,2014-06-18,-0.055757575757575756,39,75,2,12,41,87,825,2014-06-18,1.3333333333333337,2014-06-18,58,72,unchanged,1.3345198520211918,-0.5126392465251585,0.4109403027480167
2014-07-30,-0.012902254568896765,0.12199793091939773,-0.08503828925287037,-0.004999999999999449,2014-07-30,-0.06136363636363636,36,80,3,13,39,93,880,2014-07-30,0.7954545454545454,2014-07-30,48,52,unchanged,0.6772333606480263,-0.6877656659167766,-0.005266152634375132
2014-09-17,0.486837726824554,0.053630422237220726,0.5502755083710918,0.0,2014-09-17,-0.06601731601731602,37,85,3,16,40,101,924,2014-09-17,1.0822510822510822,2014-09-17,48,52,unchanged,1.0276979888449855,-0.8331408789252626,0.09727855495986149
2014-10-29,0.6758246724446016,0.05556153045449513,0.7728121127325153,0.0,2014-10-29,-0.07258064516129033,35,77,3,15,38,92,744,2014-10-29,0.5376344086021506,2014-10-29,48,62,unchanged,0.36217781844053476,-1.0381711868442078,-0.33799668420183654
2014-12-17,-1.185489539154673,0.23726270984234143,-1.6038094910949352,-0.005535714285725968,2014-12-17,-0.08021390374331551,35,81,4,18,39,99,748,2014-12-17,0.4010695187165776,2014-12-17,42,68,cut,0.19529587525842315,-1.276624770866335,-0.540664447803956
2015-01-28,-0.019350595071365453,0.1225324723379768,-0.11319237947357234,0.0,2015-01-28,-0.08448275862068966,26,66,3,12,29,78,580,2015-01-28,0.5172413793103449,2015-01-28,42,65,unchanged,0.3372575892481134,-1.4099785324665528,-0.5363604716092197
2015-03-18,-1.2793070163256939,0.05577236036097766,-1.6268865218603634,-0.005961538461551042,2015-03-18,-0.07419898819561552,29,68,5,10,34,78,593,2015-03-18,0.6745362563237773,2015-03-18,42,58,cut,0.5294715232291486,-1.0887262273377663,-0.27962735205430883
2015-04-29,0.12278450543614652,0.08984959446427225,0.1026258615337335,-0.004999999999999449,2015-04-29,-0.06140350877192982,29,63,4,5,33,68,570,2015-04-29,-0.175438596491228,2015-04-29,42,58,unchanged,-0.5091955544695844,-0.6890112307773143,-0.5991033926234494
2015-06-17,-0.7433176078939004,-0.042805264235726406,-0.8969241118088501,-0.005769230769268564,2015-06-17,-0.06486486486486487,25,60,4,5,29,65,555,2015-06-17,1.0810810810810811,2015-06-17,48,62,cut,1.0262682504331673,-0.7971397262380575,0.11456426209755488
2015-07-29,-0.07277037328472508,-0.015524546861163958,-0.07430785165355418,-0.004999999999988347,2015-07-29,-0.07103825136612021,25,63,4,5,29,68,549,2015-07-29,0.9107468123861568,2015-07-29,52,68,unchanged,0.8181202134514026,-0.9899887069138311,-0.08593424673121425
2015-09-17,-1.1989117753695009,-1.4843952472459105,-0.3787068770177032,-0.06346153846154427,2015-09-17,-0.06197654941373534,28,65,6,6,34,71,597,2015-09-17,0.5025125628140703,2015-09-17,48,62,cut,0.3192590134814536,-0.7069123136976068,-0.1938266501080766
2015-10-28,0.8985845815214294,0.06169226117440873,1.089946588087466,-0.0050000000000105516,2015-10-28,-0.05612244897959184,27,62,8,6,35,68,588,2015-10-28,0.5102040816326531,2015-10-28,48,52,cut,0.3286580296381127,-0.5240374359836312,-0.09768970317275924
2015-12-16,0.6450003528791468,0.4905468303032785,0.4134075238997948,0.020666666666687337,2015-12-16,-0.04152823920265781,28,51,4,6,32,57,602,2015-12-16,0.4983388704318937,2015-12-16,78,85,hike,0.3141587721561348,-0.06813232155772939,0.12301322529920271
2016-01-27,-0.5519580125404718,-0.07981860663765922,-0.6399438104261714,-0.0050000000000105516,2016-01-27,-0.03761755485893417,31,85,4,10,35,95,1595,2016-01-27,0.2507836990595611,2016-01-27,50,0,cut,0.011646991287633277,0.054032634302146026,0.03283981279488965
2016-03-16,-1.5203653088783786,-0.594420449651158,-1.4940631446675787,-0.015500000000009766,2016-03-16,-0.03549190535491906,32,85,6,10,38,95,1606,2016-03-16,0.49813200498132,2016-03-16,50,0,cut,0.3139059831091264,0.12043530324890972,0.21717064317901805
2016-04-27,0.30687129646909167,-0.10512386190002745,0.4503543539275026,-0.0050000000000105516,2016-04-27,-0.03414028553693358,34,85,6,10,40,95,1611,2016-04-27,0.4345127250155183,2016-04-27,50,0,cut,0.23616338709169013,0.16265823941314783,0.199410813252419
2016-06-15,-0.6591531305622609,-0.1777832277069232,-0.737434673246432,0.0,2016-06-15,-0.03868103994927077,30,85,4,10,34,95,1577,2016-06-15,0.1268230818008877,2016-06-15,50,0,unchanged,-0.13983256325610607,0.02081067167375878,-0.05951094579117365
2016-07-27,0.19156816948010844,-0.00683916226062403,0.26787169625568424,-0.009999999999998899,2016-07-27,-0.034353529044347283,35,84,6,12,41,96,1601,2016-07-27,0.2498438475952529,2016-07-27,50,0,cut,0.010498495222519298,0.1559967752342734,0.08324763522839636
2016-09-21,-0.5404653506422668,-0.9057417750172263,0.021703630946225707,-0.041666666666680584,2016-09-21,-0.03477730323367907,35,86,5,11,40,97,1639,2016-09-21,0.3660768761439902,2016-09-21,50,0,cut,0.15253495629540512,0.1427585921992862,0.14764677424734565
2016-11-02,0.19330890570028383,0.168657838425545,0.14545771138347877,-0.005357142857142267,2016-11-02,-0.034292712798530314,34,84,6,12,40,96,1633,2016-11-02,0.4286589099816289,2016-11-02,50,0,cut,0.2290100402197185,0.15789659974905873,0.1934533199843886
2016-12-14,0.9462586480171469,-0.16018254071250113,1.25784344785178,-0.00455882352940114,2016-12-14,-0.032401524777636595,33,80,7,11,40,91,1574,2016-12-14,0.3811944091486658,2016-12-14,50,0,unchanged,0.1710085426326683,0.21697498112392058,0.19399176187829442
2017-02-01,-0.30979207912831647,-0.11642141468532052,-0.3137314253696552,-0.0051851851851731,2017-02-01,-0.03903708523096942,31,84,4,11,35,95,1537,2017-02-01,0.5855562784645413,2017-02-01,50,0,cut,0.4207382198017991,0.009688256183323809,0.21521323799256145
2017-03-15,-0.6865035357132987,0.21010096311952403,-0.9910124476103674,0.0,2017-03-15,-0.03207184092366902,34,80,7,11,41,91,1559,2017-03-15,0.5131494547787042,2017-03-15,50,0,unchanged,0.33225726802523603,0.22727389812352503,0.27976558307438054
2017-05-03,0.3509332723839659,0.29916953606996416,0.25726832793515264,-0.0027678571428506925,2017-05-03,-0.03408360128617363,35,82,5,11,40,93,1555,2017-05-03,0.3215434083601286,2017-05-03,50,0,unchanged,0.09811517353399495,0.1644289854983319,0.13127207951616343
2017-06-14,0.4709172559935969,0.5418746518836697,0.16718965811542802,0.01875000000001875,2017-06-14,-0.0327455919395466,30,80,7,9,37,89,1588,2017-06-14,0.3778337531486146,2017-06-14,50,0,hike,0.16690182966914535,0.20622674732309543,0.1865642884961204
2017-07-26,-0.13986576485766616,-0.05966433906999884,-0.15437353106003893,0.0,2017-07-26,-0.03374432186891629,29,77,5,9,34,86,1541,2017-07-26,0.45425048669695,2017-07-26,50,0,unchanged,0.2602828809544441,0.17502765606092252,0.2176552685076833
2017-09-20,0.9506823514274114,-0.08262585382706758,1.2203021201602806,0.0,2017-09-20,-0.03125,32,76,4,9,36,85,1568,2017-09-20,0.2551020408163265,2017-09-20,50,0,unchanged,0.016923993775588203,0.252947195004415,0.13493559439000158
2017-11-01,0.19531143740666984,0.057606905055144667,0.20419308722696927,-0.002586206896545697,2017-11-01,-0.02910737386804657,33,75,5,8,38,83,1546,2017-11-01,0.258732212160414,2017-11-01,50,0,unchanged,0.021360053794330532,0.3198801928707352,0.17062012333253287
2017-12-13,-0.009603542820577352,0.1961918692371978,-0.16265817662427196,0.004305555555545521,2017-12-13,-0.024342105263157894,33,68,6,8,39,76,1520,2017-12-13,0.3289473684210526,2017-12-13,50,0,unchanged,0.1071627936305295,0.468741307092593,0.28795205036156124
2018-01-31,0.26454468671024733,0.1282087567355655,0.26067362062200367,-0.004999999999999449,2018-01-31,-0.026134800550206328,31,63,3,9,34,72,1454,2018-01-31,0.6189821182943603,2018-01-31,50,0,unchanged,0.4615845098545948,0.4127397172521946,0.43716211355339474
2018-03-21,0.055263090017008236,0.002221262368985408,0.042866730808343044,0.0,2018-03-21,-0.02160702228224173,36,64,5,9,41,73,1481,2018-03-21,0.8102633355840648,2018-03-21,50,0,unchanged,0.6953296639882258,0.5541819262448332,0.6247557951165295
2018-05-02,-0.04366933733492594,0.09686430528343534,-0.12073198949211346,-0.0026724137931090877,2018-05-02,-0.024759284731774415,33,64,3,8,36,72,1454,2018-05-02,0.6877579092159559,2018-05-02,50,0,unchanged,0.5456283489592093,0.4557091349994967,0.500668741979353
2018-06-13,0.5282824714372025,-0.15928340307941374,0.751594264195036,-0.004411764705911255,2018-06-13,-0.02072538860103627,27,53,6,8,33,61,1351,2018-06-13,0.5921539600296076,2018-06-13,50,0,unchanged,0.4288005696561256,0.5817230751288904,0.505261822392508
2018-08-01,0.002219783839729891,0.07149113987145435,-0.045182654403716646,-0.002583333333327313,2018-08-01,-0.02389843166542196,27,54,3,8,30,62,1339,2018-08-01,0.7468259895444361,2018-08-01,50,0,unchanged,0.6178093907592891,0.4826011231042309,0.55020525693176
2018-09-26,0.057880150496743166,0.41677493155823375,-0.2345470001099763,0.009999999999998899,2018-09-26,-0.019667170953101363,26,50,5,7,31,57,1322,2018-09-26,0.680786686838124,2018-09-26,50,0,hike,0.5371095331952016,0.6147804893529736,0.5759450112740876
2018-11-08,0.21070415508796195,0.0413770425819724,0.1938326688450339,0.006818181818181067,2018-11-08,-0.02247191011235955,26,53,4,7,30,60,1335,2018-11-08,0.599250936329588,2018-11-08,50,0,hike,0.4374730563886268,0.527163897096134,0.4823184767423804
2018-12-19,0.5570791939800203,0.8251030639203198,0.08731950956490125,0.025833333333330488,2018-12-19,-0.021292217327459617,27,54,5,7,32,61,1362,2018-12-19,0.6607929515418502,2018-12-19,50,0,hike,0.5126772402353738,0.5640160447839961,0.538346642509685
